StockCode,Description,Quantity,TotalPrice,cumQty,cumPct
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1778,5023.5,4351732,0.7731692332183339
22972,CHILDREN'S SPACEBOY MUG,1774,3032.99,4353506,0.7734844185789511
16011,ANIMAL STICKERS,1773,372.33,4355279,0.7737994262702557
20749,ASSORTED COLOUR MINI CASES,1770,12614.17,4357049,0.7741139009536223
21164,HOME SWEET HOME METAL SIGN ,1768,5161.88,4358817,0.7744280202983637
23109,PACK OF SIX LED TEA LIGHTS,1766,5048.72,4360583,0.7747417843044797
22535,MAGIC DRAWING SLATE BUNNIES ,1766,671.01,4362349,0.7750555483105958
23006,TRAVEL CARD WALLET FLOWER MEADOW,1764,765.27,4364113,0.7753689569780866
22128,PARTY CONES CANDY ASSORTED,1762,2127.53,4365875,0.7756820103069522
21524,DOORMAT SPOTTY HOME SWEET HOME,1757,13612.41,4367632,0.7759941752892545
22919,HERB MARKER MINT,1757,1224.46,4369389,0.7763063402715569
20750,RED RETROSPOT MINI CASES,1748,12642.93,4371137,0.7766169062300455
21429,RED GINGHAM ROSE JEWELLERY BOX,1744,3398.95,4372881,0.7769267615112836
20977,36 PENCILS TUBE WOODLAND,1741,2331.14,4374622,0.7772360837845838
22906,12 MESSAGE CARDS WITH ENVELOPES,1740,2959.4199999999996,4376362,0.7775452283885713
22064,PINK DOUGHNUT TRINKET POT ,1735,2556.2,4378097,0.7778534846459957
23327,HANGING CLEAR MINI BOTTLE,1734,1051.14,4379831,0.7781615632341073
22456,NATURAL SLATE CHALKBOARD LARGE ,1731,9554.470000000001,4381562,0.7784691088142812
84997A,CHILDRENS CUTLERY POLKADOT GREEN ,1728,6864.42,4383290,0.7787761213865171
23438, RED SPOT GIFT BAG LARGE,1727,2107.42,4385017,0.7790829562894404
21700,BIG DOUGHNUT FRIDGE MAGNETS,1726,2334.94,4386743,0.779389613523051
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1723,1035.58,4388466,0.7796957377487237
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1722,2605.5,4390188,0.7800016843050838
22921,HERB MARKER CHIVES ,1721,1184.1200000000001,4391909,0.7803074531921312
22432,WATERING CAN PINK BUNNY,1721,3350.62,4393630,0.7806132220791787
23194,GYMKHANA TREASURE BOOK BOX,1719,3824.5299999999997,4395349,0.7809186356276009
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,1718,1486.1,4397067,0.7812238715067104
23120,PACK OF 6 SMALL FRUIT STRAWS,1716,695.41,4398783,0.7815287520471946
23161,REGENCY CAKE FORK,1715,2145.3,4400498,0.7818334549183663
23371,SET 36 COLOUR PENCILS SPACEBOY ,1712,2313.53,4402210,0.7821376247816
20679,EDWARDIAN PARASOL RED,1710,10021.42,4403920,0.7824414393062085
21937,STRAWBERRY   PICNIC BAG,1708,4901.8,4405628,0.7827448984921916
22271,FELTCRAFT DOLL ROSIE,1706,5022.1,4407334,0.7830480023395495
22244,3 HOOK HANGER MAGIC GARDEN,1705,3280.1099999999997,4409039,0.7833509285175948
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1702,2761.8999999999996,4410741,0.7836533216877021
85053,FRENCH ENAMEL CANDLEHOLDER,1701,3666.2900000000004,4412442,0.7839555371884969
46000M,POLYESTER FILLER PAD 45x45cm,1701,1582.55,4414143,0.7842577526892915
23251,VINTAGE RED ENAMEL TRIM MUG ,1701,2092.0,4415844,0.7845599681900862
22600,CHRISTMAS RETROSPOT STAR WOOD,1700,1544.9299999999998,4417544,0.7848620060215683
21888,BINGO SET,1693,6667.04,4419237,0.785162800167862
22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1690,1190.51,4420927,0.7854630613062177
23213,STAR WREATH DECORATION WITH BELL,1683,2139.67,4422610,0.785762078759385
21990,MODERN FLORAL STATIONERY SET,1679,2880.45,4424289,0.7860603855353017
21088,SET/6 FRUIT SALAD PAPER CUPS,1678,428.28000000000003,4425967,0.7863585146419058
23254,CHILDRENS CUTLERY DOLLY GIRL ,1674,6782.76,4427641,0.7866559330712593
22941,CHRISTMAS LIGHTS 10 REINDEER,1672,13812.92,4429313,0.7869529961619876
79164,BLACK WINE GLASS,1672,699.96,4430985,0.7872500592527157
23156,SET OF 5 MINI GROCERY MAGNETS,1672,3437.85,4432657,0.787547122343444
22718,CARD CAT AND TREE ,1657,727.31,4434314,0.7878415203944827
21714,CITRONELLA CANDLE GARDEN POT,1657,3018.15,4435971,0.7881359184455214
22026,BANQUET BIRTHDAY  CARD  ,1656,717.12,4437627,0.7884301388272476
21883,STARS GIFT TAPE ,1653,725.4200000000001,4439280,0.7887238262010356
22095,LADS ONLY TISSUE BOX,1650,1610.41,4440930,0.789016980566886
22812,PACK 3 BOXES CHRISTMAS PANNETONE,1650,3361.77,4442580,0.7893101349327362
22732,3D VINTAGE CHRISTMAS STICKERS ,1645,2162.75,4444225,0.7896024009520233
22625,RED KITCHEN SCALES,1645,14141.7,4445870,0.7898946669713103
23498,CLASSIC BICYCLE CLIPS ,1644,2378.4799999999996,4447514,0.7901867553212848
22109,FULL ENGLISH BREAKFAST PLATE,1643,6928.65,4449157,0.7904786660019465
23227,FILIGREE HEART BUTTERFLY WHITE ,1642,2070.06,4450799,0.7907703990132957
21770,OPEN CLOSED METAL SIGN,1641,7938.780000000001,4452440,0.7910619543553322
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1640,2019.59,4454080,0.7913533320280561
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1638,1890.33,4455718,0.7916443543621547
23291,DOLLY GIRL CHILDRENS CUP,1635,2060.28,4457353,0.7919348436883155
23500,KEY RING BASEBALL BOOT ASSORTED ,1631,2044.58,4458984,0.7922246223372256
84508A,CAMOUFLAGE DESIGN TEDDY,1631,3448.05,4460615,0.7925144009861358
23188,VINTAGE  2 METRE FOLDING RULER,1628,3375.7,4462243,0.792803646627108
22690,DOORMAT HOME SWEET HOME BLUE ,1623,9959.6,4463866,0.793092003921517
23289,DOLLY GIRL CHILDRENS BOWL,1622,2013.7,4465488,0.7933801835466135
22102,MIRROR MOSAIC T-LIGHT HOLDER ,1622,831.84,4467110,0.79366836317171
21873,IF YOU CAN'T STAND THE HEAT MUG,1621,1838.05,4468731,0.7939563651274937
21294,ETCHED GLASS COASTER,1618,825.49,4470349,0.7942438340753396
11001,ASSTD DESIGN RACING CAR PEN,1615,2389.44,4471964,0.7945307700152476
85049G,CHOCOLATE BOX RIBBONS ,1615,2007.94,4473579,0.7948177059551556
22212,FOUR HOOK  WHITE LOVEBIRDS,1615,3713.54,4475194,0.7951046418950636
22097,SWALLOW SQUARE TISSUE BOX,1610,739.57,4476804,0.7953906894884083
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1608,1313.3899999999999,4478412,0.7956763817431278
22501,PICNIC BASKET WICKER LARGE,1607,19322.16,4480019,0.7959618963285348
22974,CHILDRENS DOLLY GIRL MUG,1607,2744.5399999999995,4481626,0.7962474109139416
21422,PORCELAIN ROSE SMALL,1607,1295.0,4483233,0.7965329254993485
22329,ROUND CONTAINER SET OF 5 RETROSPOT,1604,2663.5399999999995,4484837,0.7968179070768174
22948,METAL DECORATION NAUGHTY CHILDREN ,1601,1604.99,4486438,0.7971023556463486
22508,DOORSTOP RETROSPOT HEART,1599,6544.63,4488037,0.7973864488772543
23331,DECORATIVE WICKER HEART SMALL,1596,1062.28,4489633,0.7976700091002222
22922,FRIDGE MAGNETS US DINER ASSORTED,1587,1422.8999999999999,4491220,0.7979519702993764
22733,3D TRADITIONAL CHRISTMAS STICKERS,1583,2095.08,4492803,0.7982332208212799
37327,ASSTD MULTICOLOUR CIRCLES MUG,1580,840.47,4494383,0.7985139383352456
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1580,5729.110000000001,4495963,0.7987946558492114
23681,LUNCH BAG RED VINTAGE DOILY,1577,2526.69,4497540,0.7990748403552391
20674,GREEN POLKADOT BOWL,1576,2032.48,4499116,0.7993548471919543
23547,WRAP FLOWER SHOP  ,1575,661.5,4500691,0.7996346763593568
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1571,1138.98,4502262,0.7999137948495088
37342,POLKADOT COFFEE CUP & SAUCER PINK,1570,1489.01,4503832,0.8001927356703481
22751,FELTCRAFT PRINCESS OLIVIA DOLL,1566,5812.72,4505398,0.8004709658139368
22264,FELT FARM ANIMAL WHITE BUNNY ,1563,738.68,4506961,0.8007486629495878
22115,METAL SIGN EMPIRE TEA,1549,2020.91,4508510,0.8010238727148618
22999,TRAVEL CARD WALLET RETRO PETALS,1545,674.53,4510055,0.8012983718028851
23302,KNEELING MAT HOUSEWORK  DESIGN,1544,2194.62,4511599,0.801572693221596
22715,CARD WEDDING DAY,1543,645.64,4513142,0.801846836970994
22300,COFFEE MUG DOG + BALL DESIGN,1543,3444.91,4514685,0.8021209807203922
22478,BIRDHOUSE GARDEN MARKER ,1543,2218.12,4516228,0.8023951244697903
23135,SMALL ZINC HEART WALL ORGANISER,1541,5416.18,4517769,0.8026689128805632
22779,WOODEN OWLS LIGHT GARLAND ,1540,5802.6,4519309,0.8029425236220235
22576,SWALLOW WOODEN CHRISTMAS DECORATION,1539,1415.31,4520848,0.803215956694171
22613,PACK OF 20 SPACEBOY NAPKINS,1538,1222.61,4522386,0.8034892120970061
23221,REINDEER HEART DECORATION SILVER,1537,1363.87,4523923,0.8037622898305283
21398,RED POLKADOT COFFEE  MUG,1532,729.6,4525455,0.8040344792174875
79163,BLACK CHAMPAGNE GLASS,1529,626.55,4526984,0.8043061355965088
22692,DOORMAT WELCOME TO OUR HOME,1529,11555.56,4528513,0.8045777919755299
17038,PORCELAIN BUDAH INCENSE HOLDER,1525,158.06,4530038,0.8048487376773007
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1524,5195.030000000001,4531562,0.8051195057097587
21531,RED RETROSPOT SUGAR JAM BOWL,1522,3692.37,4533084,0.8053899184035915
85132C,CHARLIE AND LOLA FIGURES TINS,1520,3562.3199999999997,4534604,0.805659975758799
22208,WOOD STAMP SET THANK YOU,1515,1576.4699999999998,4536119,0.8059291447674433
22185,SLATE TILE NATURAL HANGING,1510,2291.4399999999996,4537629,0.8061974254295244
23381,PACK OF 12 VINTAGE LEAF TISSUES ,1509,567.9499999999999,4539138,0.8064655284222929
84030E,ENGLISH ROSE HOT WATER BOTTLE,1506,6452.94,4540644,0.8067330984071236
21588,RETROSPOT GIANT TUBE MATCHES,1497,3450.15,4542141,0.8069990693681404
21718,RED METAL BEACH SPADE ,1494,2114.64,4543635,0.8072645073212193
22896,PEG BAG APPLES DESIGN,1492,3853.7599999999998,4545127,0.807529589935673
48116,DOORMAT MULTICOLOUR STRIPE,1492,9088.63,4546619,0.8077946725501267
23228,FILIGREE HEART BIRD WHITE ,1492,1960.0,4548111,0.8080597551645804
23370,SET 36 COLOURING PENCILS DOILY,1490,2076.6,4549601,0.8083244824404088
85227,SET OF 6 3D KIT CARDS FOR KIDS,1488,1368.75,4551089,0.808588854377612
21015,DARK BIRD HOUSE TREE DECORATION,1485,590.13,4552574,0.8088526933068771
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1484,2443.04,4554058,0.8091163545668297
47599B,BLUE PARTY BAGS ,1480,2822.32,4555538,0.8093793051495318
22268,DECORATION SITTING BUNNY,1480,349.54,4557018,0.8096422557322339
23242,TREASURE TIN BUFFALO BILL ,1476,3037.11,4558494,0.8099044956376854
22672,FRENCH BATHROOM SIGN BLUE METAL,1476,2511.22,4559970,0.8101667355431369
21158,MOODY GIRL DOOR HANGER ,1474,783.8199999999999,4561444,0.8104286201099631
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,1474,2449.2999999999997,4562918,0.8106905046767893
23323,WHITE WICKER STAR ,1473,3155.1800000000003,4564391,0.8109522115743029
21162,TOXIC AREA  DOOR HANGER ,1465,794.15,4565856,0.8112124971173154
22035,VINTAGE CARAVAN GREETING CARD ,1464,622.36,4567320,0.8114726049910153
23160,REGENCY TEA SPOON,1462,1809.48,4568782,0.8117323575260899
22505,MEMO BOARD COTTAGE DESIGN,1461,7104.22,4570243,0.8119919323918519
16048,TEATIME ROUND PENCIL SHARPENER ,1461,205.42,4571704,0.8122515072576137
21705,BAG 500g SWIRLY MARBLES,1459,1462.1699999999998,4573163,0.8125107267847504
20754,RETROSPOT RED WASHING UP GLOVES,1458,3090.96,4574621,0.8127697686425744
37448,CERAMIC CAKE DESIGN SPOTTED MUG,1456,2214.08,4576077,0.8130284551617732
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1456,2274.0,4577533,0.813287141680972
22543,MINI JIGSAW BAKE A CAKE ,1455,531.64,4578988,0.8135456505308581
23431,NATURAL HANGING QUILTED HEARTS ,1454,1175.3799999999999,4580442,0.8138039817114316
22191,IVORY DINER WALL CLOCK,1452,11971.15,4581894,0.8140619575533798
22746,POPPY'S PLAYHOUSE LIVINGROOM ,1451,3244.94,4583345,0.8143197557260154
22089,PAPER BUNTING VINTAGE PAISLEY,1448,4460.38,4584793,0.8145770208907132
22099,CARAVAN SQUARE TISSUE BOX,1446,804.65,4586239,0.8148339307167856
23169,CLASSIC GLASS COOKIE JAR,1445,6191.6900000000005,4587684,0.8150906628735453
21716,BOYS VINTAGE TIN SEASIDE BUCKET,1441,3913.72,4589125,0.8153466843530545
22101,MIRROR MOSAIC VOTIVE HOLDER,1438,2053.17,4590563,0.8156021728246258
16236,KITTY PENCIL ERASERS,1438,320.09,4592001,0.8158576612961971
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,1437,5234.56,4593438,0.8161129720984558
21167,WHITE SAGE INCENSE,1432,337.14,4594870,0.8163673945541513
21439,BASKET OF TOADSTOOLS,1430,1767.15,4596300,0.8166214616712215
84818,DANISH ROSE PHOTO FRAME,1424,1461.6,4597724,0.8168744627724159
23312,VINTAGE CHRISTMAS GIFT SACK,1424,5968.3,4599148,0.8171274638736103
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,1421,441.07,4600569,0.8173799319668668
22562,MONSTERS STENCIL CRAFT,1421,1773.3700000000001,4601990,0.8176324000601233
21870,I CAN ONLY PLEASE ONE PERSON MUG,1415,1861.46,4603405,0.817883802137504
22999,TRAVEL CARD WALLET VINTAGE LEAF,1415,605.78,4604820,0.8181352042148846
22350,ILLUSTRATED CAT BOWL ,1413,3822.1199999999994,4606233,0.81838625095364
22654,DELUXE SEWING KIT ,1412,9898.95,4607645,0.8186371200230828
23162,REGENCY TEA STRAINER,1412,5143.6900000000005,4609057,0.8188879890925256
22340,NOEL GARLAND PAINTED ZINC ,1411,792.28,4610468,0.8191386804926557
82486,WOOD S/3 CABINET ANT WHITE FINISH,1408,11937.68,4611876,0.8193888388848479
22074,6 RIBBONS SHIMMERING PINKS ,1403,1241.32,4613279,0.819638108930477
22193,RED DINER WALL CLOCK,1403,11882.57,4614682,0.819887378976106
22400,MAGNETS PACK OF 4 HOME SWEET HOME,1400,731.82,4616082,0.8201361160137971
16238,PARTY TIME PENCIL ERASERS,1398,322.09,4617480,0.8203844977128629
72802C,VANILLA SCENT CANDLE JEWELLED BOX,1396,2692.44,4618876,0.8206325240733036
21563,RED HEART SHAPE LOVE BUCKET ,1395,2803.13,4620271,0.8208803727644315
22433,WATERING CAN GREEN DINOSAUR,1394,2667.5,4621665,0.8211280437862467
22572,ROCKING HORSE GREEN CHRISTMAS ,1393,1255.72,4623058,0.8213755371387494
23372,SET 36 COLOUR PENCILS DOLLY GIRL,1391,1752.79,4624449,0.8216226751526268
22737,RIBBON REEL CHRISTMAS PRESENT ,1389,2695.8,4625838,0.8218694578278789
22603,CHRISTMAS RETROSPOT TREE WOOD,1389,1237.08,4627227,0.822116240503131
21014,SWISS CHALET TREE DECORATION ,1385,598.8199999999999,4628612,0.8223623125011327
22055,MINI CAKE STAND  HANGING STRAWBERY,1382,2086.49,4629994,0.8226078514911963
22078,RIBBON REEL LACE DESIGN ,1381,2948.41,4631375,0.8228532128119473
22299,PIG KEYRING WITH LIGHT & SOUND ,1379,1386.97,4632754,0.8230982187940731
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,1378,1140.97,4634132,0.8233430471068862
21591,COSY HOUR CIGAR BOX MATCHES ,1378,2001.1399999999999,4635510,0.8235878754196994
22477,WATERING CAN GARDEN MARKER,1374,1980.4,4636884,0.8238319930552619
22096,PINK PAISLEY SQUARE TISSUE BOX ,1373,586.82,4638257,0.8240759330215118
21823,PAINTED METAL HEART WITH HOLLY BELL,1373,854.74,4639630,0.8243198729877618
21232,STRAWBERRY CERAMIC TRINKET POT,1371,2133.7200000000003,4641001,0.8245634576153864
21402,RED  EGG  SPOON,1369,185.51999999999998,4642370,0.8248066869043859
22349,DOG BOWL CHASING BALL DESIGN,1368,5389.0199999999995,4643738,0.8250497385240726
21114,LAVENDER SCENTED FABRIC HEART,1366,1809.33,4645104,0.825292434805134
22702,BLACK AND WHITE CAT BOWL,1363,2684.6499999999996,4646467,0.8255345980782577
21533,RETROSPOT LARGE MILK JUG,1361,6701.22,4647828,0.8257764060127559
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1361,6785.17,4649189,0.8260182139472543
37446,MINI CAKE STAND WITH HANGING CAKES,1361,1986.24,4650550,0.8262600218817525
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1359,10910.61,4651909,0.8265014744776256
23225,CHERUB HEART DECORATION SILVER ,1356,1177.0,4653265,0.8267423940655607
23377,PACK OF 12 DOLLY GIRL TISSUES,1354,593.62,4654619,0.8269829583148706
23375,50'S CHRISTMAS PAPER GIFT BAG,1352,1108.8899999999999,4655971,0.8272231672255551
22897,OVEN MITT APPLES DESIGN,1352,2016.0,4657323,0.8274633761362397
22674,FRENCH TOILET SIGN BLUE METAL,1350,1697.72,4658673,0.827703229708299
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1348,850.2,4660021,0.827942727941733
22274,FELTCRAFT DOLL EMILY,1347,3974.1300000000006,4661368,0.8281820485058544
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,1346,587.86,4662714,0.8284211914006632
85172,HYACINTH BULB T-LIGHT CANDLES,1346,583.12,4664060,0.8286603342954719
22780,LIGHT GARLAND BUTTERFILES PINK,1346,5044.34,4665406,0.8288994771902807
22622,BOX OF VINTAGE ALPHABET BLOCKS,1342,13931.31,4666748,0.8291379094078388
21328,BALLOONS  WRITING SET ,1342,2418.68,4668090,0.8293763416253971
23029,DRAWER KNOB CRACKLE GLAZE GREEN,1340,2284.12,4669430,0.8296144185043299
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1340,1651.36,4670770,0.8298524953832629
20963,APPLE BATH SPONGE,1338,1913.67,4672108,0.8300902169235705
22207,FRYING PAN UNION FLAG,1334,5837.84,4673442,0.8303272277866277
22420,LIPSTICK PEN BABY PINK,1334,611.72,4674776,0.8305642386496848
22607,WOODEN ROUNDERS GARDEN SET ,1331,12571.369999999999,4676107,0.830800716504804
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,1330,3507.17,4677437,0.8310370166906106
22377,BOTTLE BAG RETROSPOT ,1330,2171.53,4678767,0.8312733168764171
22709,WRAP WEDDING DAY,1325,528.5,4680092,0.8315087287156605
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,1323,689.67,4681415,0.8317437852162787
22117,METAL SIGN HER DINNER IS SERVED ,1320,3896.4500000000003,4682735,0.8319783087089588
35923,CANDY HEART HANGING DECORATION,1318,690.52,4684053,0.8322124768630138
22291,HANGING CHICK CREAM DECORATION,1317,1946.62,4685370,0.8324464673477561
22380,TOY TIDY SPACEBOY  ,1317,2823.86,4686687,0.8326804578324983
22580,ADVENT CALENDAR GINGHAM SACK,1317,6860.09,4688004,0.8329144483172406
23499,SET 12 VINTAGE DOILY CHALK ,1315,587.49,4689319,0.8331480834633577
20829,GLITTER HANGING BUTTERFLY STRING,1315,2725.05,4690634,0.8333817186094746
22924,FRIDGE MAGNETS LA VIE EN ROSE,1313,1169.8999999999999,4691947,0.8336149984169664
23217,LAUREL HEART ANTIQUE SILVER,1309,1613.82,4693256,0.8338475675472077
23549,WRAP BIRD GARDEN ,1305,548.1,4694561,0.8340794260001982
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1301,688.91,4695862,0.8343105737759384
47556B,did  a credit  and did not tick ret,1300,0.0,4697162,0.8345415438823659
47566B,incorrectly credited C550456 see 47,1300,0.0,4698462,0.8347725139887934
21788,KIDS RAIN MAC BLUE,1297,1032.6399999999999,4699759,0.8350029510872828
10125,MINI FUNKY DESIGN TAPES,1296,994.84,4701055,0.8352332105164598
21872,GLAMOROUS  MUG,1296,1459.98,4702351,0.8354634699456367
22902,TOTE BAG I LOVE LONDON,1296,2650.08,4703647,0.8356937293748137
82001S,VINYL RECORD FRAME SILVER,1295,4682.45,4704942,0.835923811134678
35954,SMALL FOLKART STAR CHRISTMAS DEC,1293,359.6,4706235,0.8361535375559169
21206,STRAWBERRY HONEYCOMB  GARLAND ,1290,1610.9199999999998,4707525,0.8363827309692181
85230B,CINNAMON SCENTED VOTIVE CANDLE,1288,333.2,4708813,0.8366115690438939
23102,SILVER HEARTS TABLE DECORATION,1288,1086.6499999999999,4710101,0.8368404071185698
23236,STORAGE TIN VINTAGE DOILY ,1288,3751.02,4711389,0.8370692451932455
23031,DRAWER KNOB CRACKLE GLAZE PINK,1284,2162.2,4712673,0.8372973725906708
21561,DINOSAUR LUNCH BOX WITH CUTLERY,1282,3127.38,4713955,0.8375251446494709
22784,LANTERN CREAM GAZEBO ,1281,6405.54,4715236,0.8377527390389583
23270,SET OF 2 CERAMIC PAINTED HEARTS ,1279,1659.37,4716515,0.8379799780898204
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1278,2528.15,4717793,0.8382070394713699
23432,PRETTY HANGING QUILTED HEARTS,1278,1090.02,4719071,0.8384341008529193
23426,METAL SIGN DROP YOUR PANTS,1277,3450.21,4720348,0.8386609845651561
22422,TOOTHPASTE TUBE PEN,1274,776.75,4721622,0.838887335269455
16016,LARGE CHINESE STYLE SCISSOR,1273,1053.45,4722895,0.8391135083044413
22429,ENAMEL MEASURING JUG CREAM,1272,5549.68,4724167,0.839339503670115
79030G,TUMBLER NEW ENGLAND,1267,553.53,4725434,0.8395646106892255
22187,GREEN CHRISTMAS TREE CARD HOLDER,1266,3245.68,4726700,0.8397895400390233
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1265,1283.99,4727965,0.8400142917195085
17084N,FAIRY DREAMS INCENSE ,1264,313.31,4729229,0.8402388657306811
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",1263,1070.85,4730492,0.840463262072541
23281,FOLDING BUTTERFLY MIRROR RED  ,1262,985.88,4731754,0.8406874807450883
22973,CHILDREN'S CIRCUS PARADE MUG,1261,2145.91,4733015,0.8409115217483228
22076,6 RIBBONS EMPIRE  ,1260,1669.5299999999997,4734275,0.841135385082245
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,1260,928.04,4735535,0.8413592484161669
21096,SET/6 FRUIT SALAD  PAPER PLATES,1259,581.09,4736794,0.8415829340807763
23433,HANGING QUILTED PATCHWORK APPLES,1258,1108.58,4738052,0.841806442076073
22707,WRAP MONSTER FUN ,1257,527.94,4739309,0.8420297724020571
84596L,BISCUITS SMALL BOWL LIGHT BLUE,1255,629.8,4740564,0.8422527473894159
22809,SET OF 6 T-LIGHTS SANTA,1254,3822.5000000000005,4741818,0.8424755447074621
22604,SET OF 4 NAPKIN CHARMS CUTLERY,1253,3044.76,4743071,0.8426981643561957
21801,CHRISTMAS TREE DECORATION WITH BELL,1251,530.26,4744322,0.842920428666304
23189,SET OF 12 FORK CANDLES,1249,3507.51,4745571,0.843142337637787
23226,FILIGREE HEART DAISY WHITE,1247,1596.67,4746818,0.8433638912706447
20682,RED RETROSPOT CHILDRENS UMBRELLA,1245,4190.83,4748063,0.8435850895648772
16012,FOOD/DRINK SPONGE STICKERS,1244,261.24,4749307,0.843806110189797
22675,FRENCH KITCHEN SIGN BLUE METAL,1243,1558.91,4750550,0.8440269531454042
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,1240,2987.82,4751790,0.8442472630930735
22043,CHRISTMAS CARD SCREEN PRINT ,1238,304.5,4753028,0.8444672177021175
20733,GOLD MINI TAPE MEASURE ,1236,958.06,4754264,0.8446868169725362
20961,STRAWBERRY BATH SPONGE ,1235,1749.18,4755499,0.8449062385736423
22736,RIBBON REEL MAKING SNOWMEN ,1233,2315.25,4756732,0.8451253048361231
22396,MAGNETS PACK OF 4 RETRO PHOTO,1232,634.43,4757964,0.8453441934292913
21955,DOORMAT UNION JACK GUNS AND ROSES,1230,7597.02,4759194,0.8455627266838343
22717,CARD DOG AND BALL ,1229,535.78,4760423,0.8457810822690646
22344,PARTY PIZZA DISH PINK POLKADOT,1228,460.38,4761651,0.8459992601849822
22050,PINK PAISLEY ROSE GIFT WRAP,1225,498.5,4762876,0.8462169050929619
82600,N0 SINGING METAL SIGN,1225,2639.42,4764101,0.8464345500009417
21209,MULTICOLOUR HONEYCOMB FAN,1224,886.24,4765325,0.8466520172396087
22080,RIBBON REEL POLKADOTS ,1221,2028.23,4766546,0.8468689514703379
23379,PACK OF 12 RED APPLE TISSUES,1220,465.36,4767766,0.8470857080317545
23086,ZINC  STAR T-LIGHT HOLDER ,1220,1445.18,4768986,0.847302464593171
22023,EMPIRE BIRTHDAY CARD,1218,543.76,4770204,0.8475188658159624
85049C,ROMANTIC PINKS RIBBONS ,1217,1518.19,4771421,0.847735089369441
23028,DRAWER KNOB CRACKLE GLAZE BLUE,1213,2148.5299999999997,4772634,0.8479506022456691
22795,SWEETHEART RECIPE BOOK STAND,1212,8578.0,4773846,0.8481659374525845
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1212,1232.27,4775058,0.8483812726594999
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1211,2610.61,4776269,0.8485964301971027
22859,EASTER TIN BUNNY BOUQUET,1209,2012.9699999999998,4777478,0.8488112323960804
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1208,5167.88,4778686,0.8490258569257453
23505,PLAYING CARDS I LOVE LONDON ,1207,1660.04,4779893,0.8492403037860975
22975,SPACEBOY CHILDRENS EGG CUP,1204,1624.63,4781097,0.8494542176385119
23267,SET OF 4 SANTA PLACE SETTINGS,1202,1531.95,4782299,0.8496677761523009
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,1201,4346.27,4783500,0.8498811569967775
84510A,SET OF 4 ENGLISH ROSE COASTERS,1201,1636.57,4784701,0.8500945378412539
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1201,684.62,4785902,0.8503079186857303
22700,BLACK AND WHITE DOG BOWL,1198,2608.08,4787100,0.8505207665222689
22169,FAMILY ALBUM WHITE PICTURE FRAME,1198,10354.26,4788298,0.8507336143588075
85194S,HANGING SPRING FLOWER EGG SMALL,1197,489.17,4789495,0.8509462845260334
22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1197,1112.75,4790692,0.8511589546932593
22955,36 FOIL STAR CAKE CASES ,1192,2070.15,4791884,0.851370736513922
21259,VICTORIAN SEWING BOX SMALL ,1184,7106.950000000001,4793068,0.8515810969800837
22676,FRENCH BLUE METAL DOOR SIGN 1,1183,1580.89,4794251,0.8517912797769326
20985,HEART CALCULATOR,1183,1545.59,4795434,0.8520014625737816
22821,GIFT BAG PSYCHEDELIC APPLES,1183,730.47,4796617,0.8522116453706307
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1183,2009.9499999999998,4797800,0.8524218281674796
22327,ROUND SNACK BOXES SET OF 4 SKULLS,1180,4336.7,4798980,0.8526314779563907
